s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99,s100,s101,s102,s103,s104,s105,s106,s107,s108,s109,s110,s111,s112,s113,s114,s115,s116,s117,s118,s119,s120,s121,s122,s123,s124,s125,s126,s127,label
17828.2734,17730.0742,17734.7988,17677.6348,17570.1172,17691.666,17737.7148,17758.7832,17751.5391,17929.7187,17837.7207,17642.2461,17913.0918,17795.2695,17735.7539,17872.0117,17835.4883,17770.2656,17775.873,17761.8691,17785.1582,17713.9004,17823.4141,17741.4785,17610.8652,17706.5195,17738.3457,17932.2187,17757.0684,17712.9395,17744.959,17747.8418,17808.6973,17757.6348,17663.7187,17789.7207,17895.2734,17792.2773,17820.9043,17627.0508,17876.5762,17702.0977,17775.6562,17763.6328,17746.2949,17860.125,17724.8848,17770.8633,17805.5527,17708.7461,17814.0273,17755.4395,17631.4414,17869.8125,17586.4746,17681.8691,17741.1289,17795.1621,17777.5566,17793.7402,17884.7559,17778.8574,17666.8105,17661.5039,17704.0254,17610.8379,17682.375,17852.6895,17734.8457,17932.5957,17743.3301,17801.6133,17934.5508,17875.0488,17800.3398,17708.7422,17848.293,17795.334,17886.6152,17722.3945,17629.5469,17738.2871,17729.1777,17748.6641,17907.043,17739.9492,17812.7559,17744.791,17574.4277,17700.5605,17727.7363,17599.4102,17748.6348,17505.9121,17822.1445,17685.0996,17679.2012,17702.0332,17776.1934,17710.4766,17854.9434,17889.6328,17741.8809,17811.5566,17925.5703,17872.1387,17740.9746,17739.3301,17766.7969,17853.7812,17734.6348,17825.252,17871.3789,17731.7344,17808.8652,17691.7988,17794.4531,17811.2754,17702.5273,17590.377,17909.6074,17693.3965,17753.6387,17739.9609,17846.2246,17721.4238,17664.4004,17769.332,4
17703.623,17993.9551,17680.2441,17773.1738,17724.8848,17783.8984,17800.4453,17792.2168,17882.6758,17860.7324,17873.4785,17830.2559,17640.332,17736.1309,17620.9863,17757.2246,17729.3281,17756.8379,17709.2148,17931.8301,17808.8789,17699.3145,17651.9492,17852.9746,17700.0254,17807.0117,17827.3906,17768.625,17729.3848,17621.0957,17822.7852,17659.6348,17734.0312,17665.2461,17835.498,17870.4785,17938.0215,17711.3008,17615.8574,17798.6191,17684.9355,17749.4648,17640.6406,17717.4277,17660.1504,17815.582,17808.2461,17770.1641,17786.5879,17739.8262,17769.084,17759.3594,17733.8164,17690.3262,17788.2969,17708.332,17783.9902,17690.4121,17690.0547,17853.3848,17719.1582,17745.5898,17734.2109,17809.8711,17814.3887,17807.1992,17696.8359,17854.6758,17855.3203,17755.9668,17759.9531,17703.7109,17692.1914,17906.7051,17877.1758,17646.9375,17765.8828,17867.4805,17792.8477,17764.7617,17724.5098,17714.3223,17623.6582,17740.6934,17718.0176,17689.5137,17922.877,17707.4707,17766.1641,17825.25,17957.5957,17764.2832,17629.6094,17774.7168,17814.6016,17593.4199,17728.8926,17693.7187,17800.7441,17823.6172,17875.4766,17701.4121,17696.4395,17823.002,17731.9004,17687.1406,17914.7324,17856.3066,17805.4512,17743.1992,17748.8809,17791.2793,17737.8262,17806.7344,17923.5566,17791.9551,17775.0645,17707.3145,17798.1523,17837.1523,17849.5156,17741.5488,17892.6992,17884.4766,17856.9141,17694.8027,17911.1348,17832.5449,4
17791.3262,17778.957,17722.5547,17624.0391,17656.4395,17908.6348,17843.0508,17777.9551,17798.6016,17920.7285,17758.8047,17874.3711,17778.0488,17782.1055,17757.748,17723.5469,17642,17772.0645,17700.4609,17829.293,17756.4727,17753.7617,17712.793,17794.5078,17825.0488,17756.9512,17794.7148,17910.1602,17722.7852,17691.0937,17659.7031,17897.1016,17774.5547,17714.0215,17889.7051,17886.7168,17774.1172,17675.3945,17763.7422,17790.8613,17818.2637,17698.8555,17725.1035,17717.1133,17642.6328,17861.7031,17820.6875,17617.4219,17837.5937,17708.9707,17647.3867,17854.3984,17689.8633,17811.957,17738.8164,17792.5391,17876.8008,17690.3887,17739.4355,17728.3379,17845.8223,17859.2949,17766.666,17709.125,17883.4941,17729.082,17688.7344,17688.9492,17827.9941,17698.9512,17864.418,17653.4062,17787.2988,17719.1289,17843.3691,17703.4297,17897.2734,17782.6758,17777.8359,17763.1973,17666.9668,17825.9062,17751.3906,17650.8984,17858.5547,17804.6426,17880.6836,17891.918,17743.748,17890.5645,17735.2344,17861.2852,17750.582,17922.3906,17800.8086,17831.2461,17679.7988,17759.8125,17802.7969,17847.9492,17673.1523,17734.3008,17765.4219,17838.252,17662.3281,17742.6191,17925.4336,17617.7812,17761.8105,17851.1602,17822.2051,17756.6719,17761.873,17773.0156,17798.3125,17684.6035,17628.2266,17736.1309,17851.3008,17902.627,17912.9219,17699.3965,17674.3516,17884.4512,17645.8828,17709.3418,17826.5371,17806.1758,4
17785.5039,17925.4883,17772.8301,17762.7598,17693.418,17670.8437,17827.9941,17771.3105,17704.1387,17899.8906,17694.6035,17746.5234,17823.1562,17763.6855,17893.2422,17773.8906,17714.3457,17775.377,17800.2734,17767.7012,17669.2227,17713.8477,17713.3535,17800.0879,17675.5332,17654.4004,17762.0625,17958.2891,17735.2441,17816.3926,17773.5137,17744.2148,17697.7129,17723.1309,17754.0566,17643.8379,17757.9512,17646.668,17662.541,17917.4082,17724.4297,17658.0078,17670.6172,17751.3594,17780.002,17787.1641,17668.5371,17676.9316,17770.3477,17671.832,17638.5566,17832.0801,17733.0117,17755.7734,17857.6992,17618.4023,17841.3027,17766.832,17929.5469,17695.4336,17742.4902,17852.2363,17800.8652,17724.9824,17856.1777,17746.1738,17762.3047,17842.2422,17827.6367,17717.3223,17910.4395,17835.1289,17794.6484,17775.7383,17609.4414,17824.707,17716.4414,17737.7715,17804.166,17699.2227,17698.0449,17726.9297,17753.0254,17737.502,17780.1211,17666.5469,17853.5859,17698.8613,17681.625,17834.0586,17771.6816,17814.9492,17866.9492,17798.8926,17804.6465,18057.6367,17637.5977,17916.2246,17855.1094,17732.6699,17781.2266,17812.877,17828.291,17656.1875,17785.1074,17757.8223,17735.6445,17948.7363,17916.0801,17723,17903.9297,17726.1934,17771.7305,17730.1328,17674.0684,17763.7422,17891.4355,17716.6387,17817.5684,17736.7422,17797.0566,17687.9551,17795.0605,17630.1895,17766.8301,17756.9258,17940.6289,17789.5742,4
17736.1328,17711.6211,17784.248,17900.5508,17754.0996,17756.7422,17607.7383,17784.2246,17943.7559,17705.0918,17796.4766,17652.752,17885.7227,17786.459,17897.2793,17920.25,17774.793,17721.1074,17972.8535,17753.9609,17764.3301,17805.1074,17668.8496,17921.4355,17813.7949,17682.541,17683.0957,17743.1113,17747.4297,17827.6074,17876.041,17755.7773,17740.502,17729.8145,17753.5801,17991.5977,17524.0371,17763.5254,17778.6543,17694.9902,17755.8984,17692.373,17707.4277,17585.541,17872.8945,17798.4512,17799.4766,17736.459,17761.9551,17834.9316,17717.4355,17690.4023,17702.8945,17784.8359,17854.502,17746.9883,17677.0937,17761.5176,17628.1465,17644.8887,17731.9258,17709.5469,17702.9043,17499.7344,17812.5937,17664.2383,17728.2324,17824.6836,17911.7422,17645.6172,17693.5879,17787.2129,17737.7676,17658.293,17694.8555,17787.5332,17834.3789,17727.2598,17683.3535,17824.1016,17672.8477,17717.0742,17757.4668,17713.1953,17619.6953,17733.7871,17719.2324,17740.1191,17603.7051,17860.7207,17830.7402,17826.4648,17634.5488,17924.9023,17938.6387,17899.7715,17647.4609,17908.0781,17811.6133,17722.2676,17661.8164,17762.6895,17663.3027,17755.2207,17673.6035,17813.1484,17667.5527,17833.0156,17746.9883,17906.9824,17788.9297,17727.3105,17624.5859,17856.0273,17656.6973,17889.7891,17778.043,17841.418,17747.6797,17655.8027,17817.5566,17900.0762,17825.5176,17757.834,17760.6758,17716.9453,17652.5332,17820.9687,4
17793.7207,17699.3086,17805.7734,17762.9785,17890.3437,17750.5605,17799.7754,17885.7422,17693.4395,17688.9258,17727.3418,17729.8672,17856.3809,17741.1973,17856.291,17773.5996,17772.5293,17837.791,17800.7539,17798.9785,17893.1309,17822.3691,17844.8242,17810.6621,17955.8848,17761.0039,17716.8691,17720.9551,17758.9531,17847.9082,17785.0156,17838.3262,17683.3008,17621.7285,17709.6973,17672.2734,17834.2305,17892.1816,17949.9844,17755.8398,17853.8223,17893.5527,17630.6191,17726.6836,17679.5918,17704.332,17730.2363,17684.873,17842.8594,17833.7793,17698.1426,17745.1836,17727.3437,17742.5371,17828.0312,17858.166,17833.2832,17648.9453,17612.8691,17624.3145,17784.0742,17686.5996,17767.873,17888.4551,17846.4766,17868.7422,17805.8633,17797.6777,17726.4199,17788.8633,17901.8574,17835.2422,17534.168,17696.0254,17738.9004,17852.2109,17679.6035,17673.582,17739.082,17818.9922,17804.6387,17768.6758,17849.8828,17728.1836,17584.1465,17797.8281,17736.5117,17764.7266,17958.4629,17612.2598,17813.1855,17751.3906,17889.9727,17767.5781,17740.4512,17816.8184,17816.2578,17723.123,17731.6973,17837.8555,17665.9863,17844.3457,17805.3848,17642.5684,17793.7969,17933.2246,17776.7324,17774.2285,17852.4102,17881.6465,17729.7871,17791.7695,17739.7129,17684.625,17836.9238,17706.8398,17691.791,17725.1094,17899.4824,17942.5176,17744.4648,17698.0742,17725.459,17939.0234,17977.5117,17724.3887,17686.8066,17572.752,4
17555.1953,17758.0586,17826.3437,17825.6035,17751.3066,17833.3164,17856.418,17628.6562,17877.7344,17781.4687,17849.416,17803.5527,17825.8984,17876.5762,17735.9707,17941.4336,17744.1621,17774.8848,17813.6895,17884.1699,17913.2969,17751.5254,17761.4805,17732.1348,17792.2578,17805.6152,17827.9434,17939.1016,17963.6758,17805.8086,17711.2773,17832.6816,17710.7656,17833.5957,17905.793,17721.5957,17739.668,17744.9531,17673.4219,17697.9512,17708.2051,17780.9355,17605.543,17773.0176,17891.1504,17838.0781,17645.4219,17721.3535,17801.1465,17734.5332,17882.2344,17628.043,17714.3242,17785.8047,17710.5937,17817.748,17741.8887,17759.2129,17805.457,17835.7051,17839.4004,17683.0879,17617.6309,17800.9863,17911.3262,17748.6387,17707.7773,17639.1172,17671.6113,17889.498,17728.1602,17825.8301,17723.1582,17863.4004,17765.9922,17836.0312,17618.4395,17746.2891,17613.4883,17729.9707,17809.9668,17793.0977,17829.7637,17822.2422,17830.5293,17670.8574,17715.1953,17888.2852,17790.4141,17743.0527,17756.2266,17759.791,17710.7637,17844.9531,17818.3047,17773.2207,17815.8828,17749.8574,17695.7285,17815.5742,17839.1348,17928.9316,17744.459,17846.0996,17762.3379,17896.5586,17790.8437,17699.8145,17799.5098,17777.0547,17853.6445,17885.166,17720.3535,17727.8535,17848.4082,17610.2637,17713.5137,17843.6289,17910.7773,17726.7129,17785.9141,17772.4023,17825.0078,17690.6113,17765.3301,17829.5664,17657.252,17877.8613,4
17890.6641,17705.8965,17838.1582,17764.0605,17769.0039,17765.4902,17683.3477,17878.4883,17744.3691,17832.5898,17763.8281,17771.1211,17832.9707,17768.0645,17876.8867,17891.1191,17560.8145,17767.5684,17768.8262,17702.207,17705.5625,17872.4316,17622.2129,17940.6094,17938.4355,17724.8301,17793.4473,17634.6211,17760.123,17727.127,17808.1797,17702.9687,17643.041,17874.1094,17766.8652,17759.3672,17928.2539,17648.5391,17767.0469,17777.4746,17766.0352,17821.7363,17849.9219,17819.0781,17933.2012,17738.582,17799.8008,17836.4277,17745.582,17857.6836,17724.1113,17765.666,17862.7949,17624.1152,17701.8672,17737.2109,17746.8125,17864.334,17771.2676,17736.6719,17769.2949,17773.6289,17763.7871,17810.8809,17695.4355,17731.752,17732.6738,17808.3066,17736.6191,17923.3867,17803.7598,17612.5078,17744.6172,17736.4453,17708.332,17827.3789,17806.9961,17673.0801,17682.5293,17670.2461,17816.1133,17963.3926,17759.7812,17773.8125,17779.998,17675.3691,17774.7129,17804.7832,17824.0937,17736.7852,17685.8906,17703.2734,17822.3613,17783.3984,17965.1582,17839.1367,17801.1914,17688.2148,17781.8105,17760.6191,17546.5078,17705.0898,17760.0059,17726.7461,17913.9238,17770.6191,17827.4023,17778.6914,17832.998,17804.7891,17887.3242,17703.9023,17745.0547,17741.6523,17724.0098,17953.4043,17854.3262,17656.0898,17741.7207,17738.1289,17732.584,17702.4727,17688.498,17793.9961,17748.084,17729.5723,17907.3691,17791.9785,4
17920.0293,17805.5527,17609.8633,17734.709,17818.9141,17491.5977,17837.0527,17647.9453,17642.3047,17728.541,17700.8613,17832.0664,17757.1309,17731.1309,17825.248,17980.9434,17662.0586,17787.166,17722.3984,17702.0898,17831.1758,17717.1953,17725.4668,17789.6152,17886.8281,17798.1113,17795.7246,17627.4297,18012.1738,17806.8906,17659.1602,17787.5195,17822.293,17852.5156,17868.0137,17883.3262,17904.3945,17766.6875,17810.0039,17695.4473,17600.7715,17863.3125,17754.1445,17696.248,17916.0508,17680.502,17797.7031,17809.2754,17855.5742,17680.7031,17701.2637,17910.7988,17749.3379,17726.457,17714.2812,17923.0625,17659.4687,17788.0996,17798.2539,17767.9746,17852.4238,17783.9453,17843.4414,17776.7344,17631.9473,17879.2715,17562.2109,17906.5156,17756.1328,17785.25,17697.334,17783.1582,17705.5684,17893.416,17790.3359,17924.3164,17749.8848,17728.0352,17860.4375,17715.2754,17760.6797,17753.959,17726.6465,17753.6289,17732.5215,17861.5234,17757.7715,17723.2598,17812.4687,17802.3477,17825.5469,17805.4297,17840.5098,17825.5469,17812.4902,17799.1582,17694.3984,17718.2969,17840.7676,17765.1348,17819.8691,17772.0371,17664.2559,17534.0605,17862.7559,17762.8223,17844.7617,17710.8809,17779.0703,17624.0488,17621.0566,17688.6543,17826.0781,17822.8828,17743.6191,17822.2539,17876.5527,17824.0566,17724.7559,17737.8457,17677.8926,17797.5859,17906.3418,17823,17698.6934,17872.252,17660.2227,17711.3906,4
17622.4375,17813.6328,17799.2812,17770.291,17835.9902,17744.8984,17832.3594,17692.7148,17746.8437,17805.4512,17709.75,17890.6328,17853.0039,17752.5371,17685.6172,17730.4668,17794.7617,17738.3086,17775.209,17707.2598,17812.8223,17713.6016,17702.1465,17731.543,17774.9707,17664.9336,17664.4277,17876.5527,17619.1309,17720.3945,17794.8145,17888.1309,17939.252,17794.2559,17796.6797,17797.0332,17874.2207,17753.9453,17925.3437,17754.1836,17805.7441,17797.0332,17634.8496,17857.4355,17867.3789,17839.5566,17717.4316,17792.8125,17753.7832,17703.6836,17952.8809,17918.5312,17901.4062,17819.5195,17774.0312,17811.8613,17677.8008,17801.1758,17785.6875,17812.7773,17790.0801,17716.791,17862.7012,17865.5898,17803.8242,17687.8008,17745.2344,17797.8809,17854.6211,17817.5508,17573.1367,17737.793,17754.1777,17735.5781,17913.6191,17834.5957,17564.4687,17726.6895,17918.3867,17765.6445,17761.7988,17882.9922,17748.7617,17812.5312,17845.1348,17853.9434,17832.4297,17898.4219,17690.4258,17851.4668,17737.2949,17709.4746,17716.4004,17728.9922,17728.002,17836.8906,17768.834,17709.0293,17694.1875,17629.7832,17640.9492,17821.9805,17873.2969,17803.5723,17910.9805,17762.1875,17677.4199,17808.7578,17901.3086,17695.4219,17813.3555,17713.5117,17836,17583.9355,17778.1035,17902.6465,17803.3027,17896.6543,17760.2266,17820.375,17676.5879,17857.2129,17777.5684,17742.9316,17685.1289,17743.9062,17816.7148,17848.623,4
17567.1445,17814.4941,17791.8848,17768.0918,17749.7734,17745.8203,17607.4551,17888.0605,17799.9922,17628.3613,17675.5566,17600.3008,17851.4434,17680.707,17650.2656,17885.2012,17860.6113,17782.7207,17735.707,17889.7988,17908.0449,17762.332,17622.332,17561.0527,17681.623,17791.2129,17826.0781,17660.4102,17868.3867,17870.8047,17802.8691,17677.5645,17793.5625,17893.6406,17823.4238,17813.5352,17770.9922,17722.1543,17657.998,17673.3359,17737.0703,17805.5645,17813.7305,17849.0684,17653.6113,17775.0957,17753.5234,17949.8945,17678.5332,17837.9941,17534.3437,17780.8867,17663.125,17869.7812,17772.8223,17579.5449,17757.8711,17846.1855,17819.4492,17706.7402,17857.8164,17775.7246,17811.2559,17764.6973,17966.4551,17764.8652,17775.0859,17675.6973,17727.2324,17749.0781,17837.8496,17646.8516,17762.5605,17775.5078,17626.375,17890.4082,17648.2871,17832.1387,17751.6914,17787.4023,17930.9707,17793.4121,17818.3828,17587.3516,17638.291,17778.1152,17850.9199,17595.3262,17821.168,17898.2246,17758.0176,17824.8535,17659.2852,17825.4922,17794.5195,17746.457,17648.4844,17825.2559,17852.293,17763.6426,17795.127,17868.6875,17667.1895,17910.7676,17768.7109,17908.3281,17843.9121,17717.5488,17804.2012,17876.7812,17795.4824,17715.7559,17694.125,17657.3398,17714.5254,17920.584,17752.2969,17842.4434,17894.7891,17783.5762,17668.2773,17867.0625,17619.459,17780.373,17864.1465,17834.7773,17764.418,17844.9727,4
17732.0977,17741.4746,17658.1113,17770.6133,17821.3125,17823.9902,17914.1777,17672.3164,17753.7383,17679.8301,17662.7051,17957.166,17776.707,17916.8535,17889.7539,17778.707,17737.3242,17655.7891,17789.459,17841.8281,17680.6191,17743.8789,17902.584,17619.291,17702.6992,17764.8008,17876.3984,17728.6211,17670.2344,17835.0996,17779.9434,17718.8867,17698.332,17830.623,17774.4746,17890.4668,17876.2617,17792.6582,17830.1191,18029.0371,17904.5547,17723.0645,17594.291,17702.1133,17707.7656,17727.4883,17679.875,17854.6699,17597.8926,17851.3633,17737.7773,17870.6641,17664.5957,17700.0742,17767.5039,17767.6758,17811.1562,17853.8184,17830.1816,17790.8496,17697.6738,17744.6172,17736.1152,17747.459,17854.5059,17768.6035,17660.7109,17834.2637,17851.9102,17875.5215,17719.4531,17881.3691,17713.4258,17706.8984,17707.1426,17641.4062,17798.1289,17715.7422,17665.8672,17748.2109,17804.2676,17871.0625,17837.8809,17815.2598,17773.6387,17882.8437,17671.7832,17694.9961,17891.2832,17734.3691,17697.2969,17655.0195,17639.1934,17638.8145,17803.5098,17790.084,17784.0234,17760.5234,17789.9277,17704.043,17629.6445,17731.1836,17885.2812,17877.2285,17795.8203,17611.8828,17696.5859,17794.2793,17739.1602,17799.1445,17749.1289,17832.7969,17807.1875,17709.291,17499.7559,17839.4473,17680.9258,17779.2832,17894.4648,17777,17634.0918,17754.3867,17808.2422,17771.4805,17863.3281,17783.7324,17874.6094,17758.4238,4
17745.0918,17647.8672,17568.6914,17683.543,17986.373,17787.8477,17946.1914,17757.5391,17769.2324,17736.4141,17763.5195,17906.4551,17778.9785,17822.8711,17674.9687,17774.627,17957.9727,17835.7988,17715.9785,17814.5918,17667.4062,17796.2168,17667.3789,17884.2617,17801.4121,17757.9141,17872.541,17766.7578,17707.1836,17641.3535,17641.752,17864.7812,17964.3633,17881.7852,17947.5801,17735.959,17664.6445,17756.6855,17699.9512,17614.7793,17806.5977,17712.5918,17776.9414,17854.9902,17758.0977,17845.293,17707.3164,17774.6445,17716.0059,17794.3281,17840.8457,17778.1387,17807.8652,17691.8027,17845.1387,17794.8398,17745.293,17711.0898,17556.5937,17873.1348,17805.5234,17765.2383,17777.5176,17757.6582,17684.8086,17707.4551,17790.6191,17887.6875,17745.5449,17823.1914,17764.9746,17806.6621,17710.8828,17701.9902,17717.084,17872.3379,17742.9766,17723.5937,17730.3027,17955.7461,17741.3027,17858.4629,17885.9141,17704.1387,17623.5098,17752.7871,17795.6328,17821.6094,17762.5059,17788.9316,17816.8477,17868.9473,17766.1406,17748.7617,17780.4043,17656.7305,17810.4668,17696.8262,17846.2227,17768.7559,17744.5,17824.8477,17731.2305,17724.5879,17642.125,17817.7363,17888.3437,17807.9492,17835.6387,17697.5195,17787.6973,17662.0996,17881.6914,17852.0117,17721.1953,17794.7148,17875.875,17822.6992,17947.3477,17865.8105,17880.9043,17704.9668,17602.7598,17850.8027,17881.6738,17775.2129,17706.7012,17882.9668,4
17661.2266,18006.8262,17735.2637,17701.0293,17815.4082,17836.7168,17740.0566,17681.6348,17800.709,17657.791,17739.1094,17774.4902,17878.0469,17767.002,17858.7988,17790.7012,17783.2793,17716.6895,17746.3203,17742.2676,17804.6406,17826.541,17737.3242,17681.3965,17845.041,17558.0352,17721.043,17895.7168,17811.0879,17928.1992,17843.9863,17834.6465,17726.5352,17582.8008,17812.9727,17833.1328,17684.4434,17662.7012,17655.9043,17709.7305,17651.3008,17826.8828,17710.6504,17551.5703,17854.6719,17686.4219,17823.9316,17839.8047,17700.6973,17819.6797,17738.0371,17812.7344,17785.2871,17834.4023,17742.0684,17636.3828,17958.3613,17663.5117,17781.9805,17704.3223,17751.8203,18027.959,17705.4727,17767.9609,17903.4004,17809.0137,17759.4863,17771.3496,17757.9004,17718.498,17877.5371,17810.6602,17703.9336,17718.6348,17824.6172,17826.9687,17699.8145,17793.0391,17833.2754,17691.1738,17773.3535,17866.3867,17841.5254,17729.0879,17873.2422,17777.8594,17730.2363,17876.3867,17883.3887,17815.1973,17611.8242,17973.666,17679.3203,17903.4102,17753.3789,17743.3281,17801.8262,17826.709,17858.9863,17654.3574,17785.4336,17780.0859,17918.2773,17687.5273,17871.3555,17724.3223,17702.4844,17766.5508,17734.9902,17712.7285,17761.3379,17728.0996,17784,17952.5898,17784.6562,17870.2891,17924.3652,17786.9707,17845.6973,17812.1699,17835.1387,17800.2148,17816.3184,17784.6074,17781.3613,17814.9414,17849.3008,17737.6309,4
17793.9043,17620.4004,17752.0117,17775.5332,17770.5195,17986.4668,17788.832,17906.7285,17820.9023,17696.3867,17718.125,17840.4121,17738.6777,17659.0703,17762.8574,17785.3594,17859.4609,17876.623,17567.4922,17863.6914,17673.3242,17724.627,17814.3242,17773.4238,17640.4199,17795.4121,17815.4238,17861.4844,17743.0645,17883.9531,17657.3965,17693.9375,17830.877,17770.9238,17758.709,17709.4395,17636.332,17846.8379,17629.1309,17826.998,17800.9355,17798.9023,17806.459,17681.6641,17666.7598,17901.5449,17734.998,17820.9492,17676.3047,17661.0098,17883.2441,17848.6523,17679.9512,17763.9414,17811.5176,17823.1445,17597.7422,17824.2305,17829.6973,17858.9414,17903.1152,17906.4395,17722.5664,17845.3066,17676.9746,17821.3711,17702.7637,17809.4375,17846.3203,17756.5352,17753.2383,17915.3047,17827.7676,17680.3555,17944.9629,17734.2324,17636.0957,17662.6367,17762.7051,17688.4902,17751.0352,17768.4199,17840.041,17611.4629,17691.5488,17866.0664,17725.8457,17794.6719,17816.9805,17788.8203,17643.4414,17797.5586,17840.7891,17887.7871,17659.4863,17547.3672,17707.9102,17843.5996,17792.0117,17776.7617,17743.4355,17763.5371,17717.0273,17818.2383,17743.1934,17597.7266,17758.8535,17702.7695,17885.7637,17778.0215,17881.4902,17803.0156,17939.3867,17784.5391,17876.2559,17817.3418,17791.4629,17658.9648,17842.6074,17788.502,17611.8437,17686.123,17760.8613,17742.334,17629.1641,17669.6016,17537.502,17828.6309,4
17747.2441,17745.5137,17751.9941,17731.8066,17758.2676,17657.4043,17657.8789,17811.7148,17664.3066,17770.4687,17956.291,17889.9668,17835.8203,17954.25,17858.6699,17839.6348,17735.0937,17731.7266,17829.5059,17748.1719,17838.0195,17765.625,17850.9687,17705.1953,17796.8809,17803.0117,17738.959,17750.4277,17747.5703,17834.0645,17745.5039,17664.9629,17824.5664,17904.0293,17961.8086,17787.1973,17640.9609,17877.959,17740.6719,17736.0586,17896.8926,17846.4922,17808.2344,17763.2676,17713.1152,17815.166,17965.8027,17836.9492,17841.0781,17951.3418,17718.7676,17671.5449,17617.9785,17697.5059,17859.9082,17765.3418,17710.1738,17780.1211,17736.7422,17730.8535,17662.2598,17868.25,17744.9219,17717.0937,17757.5215,17488.248,17812.2012,17766.4219,17703.1855,17742.9219,17747.8672,17815.3477,17859.6836,17624.2891,17815.5312,17746.873,17699.2656,17893.9414,17918.2051,17794.709,17725.4805,17797.3867,17861.4121,17787.3105,17714.2637,17744.6172,17797.043,17812.2852,17651.6152,17723.7949,17807.3105,17747.4414,17724.791,17790.4023,17740.0801,17660.2539,17823.2578,17705.5723,17709.7285,17697.4102,17619.3789,17593.668,17798.0469,17776.709,17745.9512,17843.5039,17793.748,17754.0684,17814.041,17998.8945,17704.4434,17777.3027,17790.1602,17743.3008,17688.3242,17773.4648,17600.0547,17771.3574,17886.0781,17823.252,17822.9004,17720.0215,17754.8359,17820.0195,17774.6836,17930.248,17738.2949,17786.8867,4
17749.418,17706.1641,17684.9238,17592.3086,17668.8496,18008.0781,17745.8965,17763.6777,17792.4805,17814.2656,17712.6914,17750.6484,17765.9961,17706.1465,17642.3262,17839.1875,17780.2129,17928.8594,17968.582,17764.0977,17695.6035,17802.9453,17770.7402,17799.0176,17726.2578,17772.3926,17723.4219,17756.7734,17870.2754,17698.1172,17854.3008,17818.5098,17926.5684,17761.2402,17689.4316,17665.1562,17662.1348,17730.2324,17875.9102,17792.2207,17853.0605,17785.4102,17713.6621,17694.0312,17605.0898,17707.6562,17861.8184,17784.3984,17624.625,17745.5625,17714.4668,17733.25,17859.9961,17804.2266,17688.4531,17765.7559,17772.4785,17734.8437,17695.7891,17871.5078,17800.1836,17755.709,17748.1328,17772.5215,17828.123,17837.0801,17663.4863,17766.9609,17762.8047,17609.5332,17745.0215,17762.0117,17821.5059,17869.207,17748.0156,17736.4551,17706.8555,17725.9082,17698.5156,17900.8164,17818.2617,17881.7324,17773.8652,17761.6738,17756.2578,17862.1211,17639.1172,17860.2773,17911.4199,17664.3418,17708.4062,17841.8398,17796.2578,17833.3398,17788.1582,17669.623,17894.3984,17701.4336,17761.4746,17792.3828,17664.4395,17755.2031,17616.6387,17795.8535,17735.3848,17902.1406,17785.9785,17679.0332,17851.6992,17871.9687,17800.6543,17860.709,17715.8672,17875.4238,17811.209,17756.1953,17748.1699,17805.5059,17959.7285,17727.5723,17812.0098,17682.4316,17714.2207,17749.8848,17689.0996,17826.3555,17743.9668,17685.916,4
17865.7559,17730.2754,17879.9707,17675.3535,17770.2402,17775.1367,17785.2031,17794.1582,17793.0391,17810.5625,17729.0742,17737.4316,17692.2695,17720.6387,17719.4551,17888.0117,17709.9648,17776.8457,17802.6387,17740.0703,17677.7129,17943.1543,17662.3789,17612.3477,17838.3164,17815.9629,17842.9375,17644.1562,17941.7109,17841.0098,17795.418,17857.1113,17676.7871,17839.5449,17734.3613,17822.7285,17631.6328,17671.2852,17764.3437,17831.4551,17719.4512,17670.6562,17813.8887,17743.8535,17610.9766,17774.7539,17678.0996,17649.4199,17610.9512,17845.2559,17765.0117,17794.6211,17819.4004,17885.5566,17686.8457,17804.3984,17872.8672,17829.541,17688.7441,17935.8437,17698.1875,17910.9805,17915.2246,17738.959,17799.0918,17657.5078,17894.0566,17744.5625,17672.0996,17584.9785,17796.2051,17725.7539,17775.3828,17667.3437,17754.3652,17682.0098,17843.3828,17741.3047,17644.9863,17865.7012,17620.8555,17858.8008,17782.8105,17767.2129,17812.9004,17681.1035,17867.4687,17806.7637,17835.498,17737.6406,17614.7656,17710.1367,17848.2246,17721.9336,17720.5215,17778.8047,17689.8555,17796.9043,17860.6895,17701.1211,17878.4102,17756.1211,17782.5371,17663.9062,17688.6973,17788.25,17759.0996,17661.7617,17734.3086,17752.3887,17872.3301,17869.1582,17931.1621,17872.0625,17837.9668,17718.498,17795.5449,17734.8262,17926.5039,17775.5352,17766.4727,17617.9531,17848.6797,17822.6055,17739.6367,17859.9395,17788.2988,17871.8125,4
